ID,ADDRESS,TYPE,BRANCH
1324,新北市汐止區明峰街13號13之1號1樓,統一超商股份有限公司,伯爵
1325,新北市中和區景平路149號1樓,統一超商股份有限公司,景平
1326,新北市三重區三和路四段97號.97之1.97之2號1樓,統一超商股份有限公司,荷運
1327,新北市三峽區大同路9號1樓,統一超商股份有限公司,峽北
1328,新北市永和區民權路32號34號1樓,統一超商股份有限公司,永權
1329,新北市新莊區四維路23號1樓,統一超商股份有限公司,維妮
1330,新北市土城區中山路1-1號1樓,統一超商股份有限公司,燿福
1331,新北市三重區重新路5段609巷16之7 號1樓,統一超商股份有限公司,湯城
1332,新北市樹林區復興路227號1樓,統一超商股份有限公司,復育
1333,新北市林口區文化北路一段62之1號,統一超商股份有限公司,臣峰
1334,新北市五股區新五路二段572號1樓,統一超商股份有限公司,民揚
1335,新北市八里區中華路二段290號292號296號,統一超商股份有限公司,八仙
1336,新北市八里區中山路二段6號8號,統一超商股份有限公司,海神
1337,新北市永和區竹林路172號174號1樓,統一超商股份有限公司,永竹
1338,新北市樹林區三多路139號1樓,統一超商股份有限公司,TBI
1339,新北市中和區中和路52號1.2樓,統一超商股份有限公司,廣美
1340,新北市汐止區大同路一段237之7號1樓,統一超商股份有限公司,汐園
1341,新北市板橋區四維路276號278號1樓,統一超商股份有限公司,維禮
1342,新北市新店區中正路688號690號1樓,統一超商股份有限公司,正鵬
1343,新北市土城區裕民路255號1樓,統一超商股份有限公司,金裕
1344,新北市新莊區中正路188號1樓,統一超商股份有限公司,文正
1345,新北市汐止區中興路60號,統一超商股份有限公司,新工建
1346,新北市蘆洲區正和街28號,統一超商股份有限公司,和華
1347,新北市新店區中正路362號,統一超商股份有限公司,真莘
1348,新北市泰山區信華六街17號19號1樓,統一超商股份有限公司,明日城
1349,新北市新店區中興路三段168號1F,統一超商股份有限公司,南強
1350,新北市板橋區府中路82號84號1樓,統一超商股份有限公司,府中
1351,新北市新店區北宜路二段82號之2,統一超商股份有限公司,北宜
1352,新北市五股區成泰路三段212號216號218號1樓,統一超商股份有限公司,成旺
1353,新北市板橋區大觀路三段212巷70號72號1樓,統一超商股份有限公司,溪崑
1354,新北市三峽區文化路63號65巷2號1樓,統一超商股份有限公司,榮泰
1355,新北市新店區北新路一段14號1樓,統一超商股份有限公司,新贊
1356,新北市淡水區新市一路一段108號1樓,統一超商股份有限公司,台北灣
1357,新北市五股區芳洲八路107號109號111號1.2樓,統一超商股份有限公司,洲子洋
1358,新北市中和區民享街91號,統一超商股份有限公司,新民享
1359,新北市三重區五谷王北街139號,統一超商股份有限公司,富仟
1360,新北市林口區文化二路一段24號26號,統一超商股份有限公司,安林
1361,新北市五股區成泰路一段163號165號1樓,統一超商股份有限公司,來峰
1362,新北市板橋區縣民大道二段108號1樓,統一超商股份有限公司,縣東
1363,新北市林口區湖南村8鄰頭湖70-9號,統一超商股份有限公司,貝比
1364,新北市中和區興南路二段49號51號,統一超商股份有限公司,頂新
1365,新北市汐止區汐萬路一段222號1樓,統一超商股份有限公司,汐政
1366,新北市土城區員林街14號,統一超商股份有限公司,中林
1367,新北市中和區莒光路91號93號1樓,統一超商股份有限公司,莒城
1368,新北市八里區中華路三段168號,統一超商股份有限公司,長坑
1369,新北市蘆洲區復興路322號,統一超商股份有限公司,美禎
1370,新北市土城區中央路四段274號276號1樓,統一超商股份有限公司,頂埔
1371,新北市中和區中正路738號1樓,統一超商股份有限公司,艾德蒙
1372,新北市三重區仁愛街32號之1,統一超商股份有限公司,竑嘉
1373,新北市蘆洲區成功里長安街276號,統一超商股份有限公司,泰星
1374,新北市土城區中山路47號,統一超商股份有限公司,太子
1375,新北市三重區中興北街42巷11號,統一超商股份有限公司,愛家
1376,新北市土城區青雲路243號245號,統一超商股份有限公司,文青
1377,新北市三峽區學成路301號303號1樓,統一超商股份有限公司,北大成
1378,新北市深坑區北深路二段183號,統一超商股份有限公司,北深
1379,新北市汐止區明峰街179之1號,統一超商股份有限公司,明峰
1380,新北市新店區安忠路69號1樓71巷1號1樓,統一超商股份有限公司,景大
1381,新北市土城區永豐路264之1號,統一超商股份有限公司,泳豐
1382,新北市中和區景平路679號681號,統一超商股份有限公司,福真
1383,新北市三峽區光明路62號1樓,統一超商股份有限公司,峽光
1384,新北市樹林區太順街49巷2號,統一超商股份有限公司,太順
1385,新北市金山區中山路305號307號,統一超商股份有限公司,金中
1386,新北市永和區仁愛路128號130號1樓,統一超商股份有限公司,仁愛
1387,新北市土城區學府路一段223號225號1樓,統一超商股份有限公司,新學府
1388,新北市三重區中興北街177號,統一超商股份有限公司,興頂
1389,新北市中和區廣福路87號89號91號1樓,統一超商股份有限公司,廣麗
1390,新北市新店區三民路50號52號1樓,統一超商股份有限公司,百福
1391,新北市板橋區僑中一街104號106號,統一超商股份有限公司,僑一
1392,新北市新店區安康路三段195號,統一超商股份有限公司,德玉
1393,新北市林口區中正路201號1樓,統一超商股份有限公司,正林
1394,新北市新店區中興路一段193號195號1樓,統一超商股份有限公司,中行
1395,新北市林口區中正路90號92號1樓,統一超商股份有限公司,新林口
1396,新北市新莊區化成路213號1樓,統一超商股份有限公司,新化成
1397,新北市泰山區福興一街87號,統一超商股份有限公司,十八甲
1398,新北市中和區中正路683號,統一超商股份有限公司,景鑫
1399,新北市三重區仁德里正義南路13號15號1樓,統一超商股份有限公司,天台
1400,新北市新莊區中正路677號679號,統一超商股份有限公司,三洋
1401,新北市三重區福德南路38號1樓,統一超商股份有限公司,環德
1402,新北市三重區力行路一段60之1號60之2號1樓,統一超商股份有限公司,立福
1403,新北市板橋區區運路21號,統一超商股份有限公司,幸運
1404,新北市泰山區泰林路二段302號304號,統一超商股份有限公司,羚陽
1405,新北市永和區中山路一段149至153號,統一超商股份有限公司,永平
1406,新北市新店區中正路160號1樓,統一超商股份有限公司,新中
1407,新北市淡水區大忠街83號,統一超商股份有限公司,水鑫
1408,新北市永和區得和路113號1樓,統一超商股份有限公司,得和
1409,新北市新店區中正路508號1樓,統一超商股份有限公司,正民
1410,新北市三重區三陽路62號64號,統一超商股份有限公司,新陽
1411,新北市淡水區水源街一段75-2號1樓,統一超商股份有限公司,源德
1412,新北市中和區和平街84號86號88號1樓,統一超商股份有限公司,和捷
1413,新北市新莊區瓊林南路118-5號,統一超商股份有限公司,富新
1414,新北市汐止區中興里6鄰中興路105號,統一超商股份有限公司,汐旺
1415,新北市新莊區中原里中榮街25鄰90號92號1樓,統一超商股份有限公司,榮信
1416,新北市新莊區五工二路60號62巷1號,統一超商股份有限公司,九州
1417,新北市板橋區大觀路一段38巷22號1樓,統一超商股份有限公司,浮洲
1418,新北市淡水區淡金路一段567號569號571號1樓,統一超商股份有限公司,川金
1419,新北市泰山區全興路165號,統一超商股份有限公司,福興
1420,新北市永和區信義路7號1樓,統一超商股份有限公司,永騰
1421,新北市淡水區北新路141巷56.58號1樓,統一超商股份有限公司,君品
1422,新北市中和區中和路326號1樓,統一超商股份有限公司,日昇
1423,新北市淡水區濱海路一段306巷60弄35.41號1樓,統一超商股份有限公司,和億
1424,新北市新莊區中華路一段37號37之1號39號39之1號1樓,統一超商股份有限公司,莊捷
1425,新北市中和區員山路118號120號1樓,統一超商股份有限公司,員和
1426,新北市汐止區福德二路189號1樓,統一超商股份有限公司,德厚
1427,新北市新莊區中央路686號1樓,統一超商股份有限公司,都峰苑
1428,新北市新莊區頭興街186號188號,統一超商股份有限公司,美福
1429,新北市鶯歌區中正一路131號133號1樓,統一超商股份有限公司,加百列
1430,新北市土城區中央路四段50-3.50-5號1樓,統一超商股份有限公司,頂孝
1431,新北市汐止區茄苳路259號1樓,統一超商股份有限公司,茄安
1432,新北市貢寮區仁和路218號1樓,統一超商股份有限公司,金澳底
1433,新北市三重區正義北路8號1樓,統一超商股份有限公司,義北
1434,新北市三重區力行路一段184號186號1樓,統一超商股份有限公司,大立
1435,新北市三峽區中華路38之1號38之2號1樓,統一超商股份有限公司,華晟
1436,新北市新店區安和路二段89號91號,統一超商股份有限公司,新安和
1437,新北市板橋區合宜路151號1樓,統一超商股份有限公司,大合宜
1438,新北市土城區金城路二段6號B1,統一超商股份有限公司,城庚
1439,新北市淡水區中正路一段2號1樓,統一超商股份有限公司,禮萊
1440,新北市板橋區貴興路85號87號1樓,統一超商股份有限公司,華貴
1441,新北市汐止區大同路三段261號263號1樓,統一超商股份有限公司,保長坑
1442,新北市三峽區大同路244號1樓,統一超商股份有限公司,北霆
1443,新北市新店區安民街154號154-1號1樓,統一超商股份有限公司,安博
1444,新北市三重區福田里三民街274號276號1樓,統一超商股份有限公司,三田
1445,新北市板橋區漢生東路268號270號1樓,統一超商股份有限公司,育軒
1446,新北市新莊區新莊路437號1樓,統一超商股份有限公司,武聖廟
1447,新北市新店區永業路6號6之1號8號,統一超商股份有限公司,涵碧
1448,新北市中和區新生街243號245號1樓,統一超商股份有限公司,新生
1449,新北市五股區登林路96號,統一超商股份有限公司,登揚
1450,新北市新莊區中央路128號130號,統一超商股份有限公司,央福
1451,新北市樹林區佳園路二段70號-1號,統一超商股份有限公司,ES2
1452,新北市土城區明峰街9號11號,統一超商股份有限公司,金峰
1453,新北市新店區中央路212號214號,統一超商股份有限公司,真親切
1454,新北市林口區文化北路一段301號1樓,統一超商股份有限公司,麗寶
1455,新北市新店區安德街8號10號12號1樓,統一超商股份有限公司,安德
1456,新北市林口區文化二路一段378號1樓之一之二之三,統一超商股份有限公司,興都
1457,新北市三重區六張街255巷17弄1號1樓255巷15號,統一超商股份有限公司,六張街
1458,新北市新莊區福德三街70號72號1樓,統一超商股份有限公司,福德三
1459,新北市新店區安康路二段147號1樓,統一超商股份有限公司,全新
1460,新北市新店區安民街346號348號1樓,統一超商股份有限公司,安坑
1461,新北市新店區北新路二段169號,統一超商股份有限公司,雙鑫
1462,新北市板橋區信義路142號144號146號1樓,統一超商股份有限公司,板信
1463,新北市瑞芳區三爪子坑路64之39號64之40號1樓,統一超商股份有限公司,瑞慈
1464,新北市中和區建一路182號1樓,統一超商股份有限公司,芯建
1465,新北市萬里區港東路162之11號162之12號,統一超商股份有限公司,柳豐
1466,新北市三芝區中興街一段2號6號1樓,統一超商股份有限公司,金芝
1467,新北市板橋區光武街2巷2號,統一超商股份有限公司,武江
1468,新北市土城區中正路69號1樓,統一超商股份有限公司,城政
1469,新北市五股區成泰路二段84號1樓,統一超商股份有限公司,成泰
1470,新北市三芝區中柳村北勢子42之11號1樓,統一超商股份有限公司,淺水灣
1471,新北市中和區連城路89巷3之1號5之1號1樓,統一超商股份有限公司,連城
1472,新北市板橋區文德里新海路138號,統一超商股份有限公司,新海
1473,新北市三重區三信路196號1樓,統一超商股份有限公司,重樂
1474,新北市汐止區福德一路243號,統一超商股份有限公司,汐福
1475,新北市蘆洲區中山二路184號,統一超商股份有限公司,蘆讚
1476,新北市樹林區三興里龍興街33號,統一超商股份有限公司,龍興
1477,新北市林口區文化二路一段262號1樓,統一超商股份有限公司,美雅仕
1478,新北市淡水區民權路187巷19號1樓,統一超商股份有限公司,馥竹
1479,新北市板橋區文化路二段417巷8號1樓10號1樓2樓,統一超商股份有限公司,江翠
1480,新北市三重區中正北路122號124號1樓,統一超商股份有限公司,正果
1481,新北市樹林區中洲街51巷1號,統一超商股份有限公司,慶斌
1482,新北市樹林區中正路222號1樓,統一超商股份有限公司,樹龍
1483,新北市新店區寶橋路235巷5號1樓,統一超商股份有限公司,寶科
1484,新北市三重區集美街223號225號,統一超商股份有限公司,美吉
1485,新北市三峽區中正路二段200號,統一超商股份有限公司,三角湧
1486,新北市板橋區光環路二段68號70號1樓,統一超商股份有限公司,光環
1487,新北市中和區民德路270號272號,統一超商股份有限公司,民華
1488,新北市泰山區全興路109號,統一超商股份有限公司,季欣
1489,新北市中和區員山路419號421號1樓,統一超商股份有限公司,嘉新
1490,新北市中和區中興街162號164號,統一超商股份有限公司,德偉
1491,新北市永和區永和路一段143之1號145號1至2樓,統一超商股份有限公司,樂華
1492,新北市三重區重陽路一段132號134號1樓,統一超商股份有限公司,興園
1493,新北市板橋區南門街39號1F,統一超商股份有限公司,坤耀
1494,新北市新莊區幸福路40號42號,統一超商股份有限公司,思源
1495,新北市三重區三民街150.152號,統一超商股份有限公司,田豐
1496,新北市新莊區龍安路15號.龍安路69巷1號,統一超商股份有限公司,捷仕堡
1497,新北市新莊區新泰路472號1樓,統一超商股份有限公司,興洲
1498,新北市蘆洲區信義路341號341之1號341之2號341之3號1樓,統一超商股份有限公司,信義路
1499,新北市林口區文化三路一段617巷51號,統一超商股份有限公司,華峰
1500,新北市泰山區楓江路39之1號39之2號1樓,統一超商股份有限公司,楓江
1501,新北市汐止區民權街二段28號1樓,統一超商股份有限公司,橫科
1502,新北市鶯歌區尖山路217之3號1樓,統一超商股份有限公司,金鶯鎮
1503,新北市土城區明德路二段207號1樓,統一超商股份有限公司,聖德
1504,新北市新店區中華路20號1樓,統一超商股份有限公司,楓華
1505,新北市新莊區榮華路二段105號1樓.中信街151號1樓,統一超商股份有限公司,旺泰
1506,新北市土城區延平街36號1樓,統一超商股份有限公司,延福
1507,新北市板橋區長安街202.204號,統一超商股份有限公司,板安
1508,新北市八里區龍形二街2-11號,統一超商股份有限公司,浩瀚
1509,新北市三重區過圳街14.16號1樓,統一超商股份有限公司,美圳
1510,新北市板橋區裕民街53號1.2樓和55號,統一超商股份有限公司,吉翠
1511,新北市新莊區福壽街29.31號,統一超商股份有限公司,源福
1512,新北市三重區五華街52.54號1樓,統一超商股份有限公司,伍泉
1513,新北市新莊區裕民街102.104號,統一超商股份有限公司,民裕
1514,新北市板橋區中山路二段170號,統一超商股份有限公司,佳翰
1515,新北市三重區正義北路131.133號,統一超商股份有限公司,義強
1516,新北市林口區忠福路169號,統一超商股份有限公司,南勢埔
1517,新北市鶯歌區大湖路374號,統一超商股份有限公司,鶯湖
1518,新北市鶯歌區永和街115巷44.46號1樓,統一超商股份有限公司,鳳鳴
1519,新北市板橋區四川路二段245巷11.13號1樓,統一超商股份有限公司,華川
1520,新北市中和區景新街29號31號33號,統一超商股份有限公司,景陽
1521,新北市汐止區福德一路178號,統一超商股份有限公司,福同
1522,新北市土城區延吉街261號,統一超商股份有限公司,利吉
1523,新北市土城區裕民路92巷22弄2號1樓,統一超商股份有限公司,海廷
1524,新北市林口區文化三路二段156.158號,統一超商股份有限公司,榮曜
1525,新北市新店區民權路68號,統一超商股份有限公司,權強
1526,新北市新莊區自信街46.48號1樓,統一超商股份有限公司,富信
1527,新北市板橋區民治街52巷1號.3號,統一超商股份有限公司,懷治
1528,新北市蘆洲區重陽街92.96號1樓,統一超商股份有限公司,陽州
1529,新北市汐止區長江街97號,統一超商股份有限公司,江北
1530,新北市土城區中央路二段223-13.223-15號,統一超商股份有限公司,城利
1531,新北市樹林區三俊街216號,統一超商股份有限公司,俊林
1532,新北市新莊區化成路9-2.9-3號,統一超商股份有限公司,宜家
1533,新北市中和區捷運路69號71號1樓,統一超商股份有限公司,捷南
1534,新北市三重區仁興街39巷14之6.14之7.14之8號,統一超商股份有限公司,仁盛
1535,新北市新莊區中正路72號,統一超商股份有限公司,保元
1536,新北市新店區民族路239號241號1樓,統一超商股份有限公司,百建
1537,新北市永和區仁愛路267號269號,統一超商股份有限公司,園和
1538,新北市中和區民利街38號1樓,統一超商股份有限公司,利穗
1539,新北市三重區永安北路二段15號,統一超商股份有限公司,樂林
1540,新北市汐止區連興街150號152號1樓,統一超商股份有限公司,汐興
1541,新北市土城區中央路一段307.309號1樓,統一超商股份有限公司,央和
1542,新北市板橋區文化路二段227號、229號1樓,統一超商股份有限公司,丁煌
1543,新北市石碇區碇坪路一段50之1號50之2號,統一超商股份有限公司,石錠
1544,新北市新莊區中正路893巷38號,統一超商股份有限公司,龍莊
1545,新北市樹林區中山路三段209-1號211號1樓,統一超商股份有限公司,佳政
1546,新北市板橋區漢生東路45號1樓,統一超商股份有限公司,漢生東
1547,新北市瑞芳區瑞濱路32之8號1樓,統一超商股份有限公司,丞展
1548,新北市新店區安民街13號安民街3巷6弄12號,統一超商股份有限公司,公崙
1549,新北市三重區大同北路148巷2-1號1.2樓和2-2號,統一超商股份有限公司,大心
1550,新北市五股區五工路112號1樓,統一超商股份有限公司,富佑
1551,新北市新店區北新路一段90號1樓,統一超商股份有限公司,鑫鋒
1552,新北市新店區北宜路二段269號271號,統一超商股份有限公司,銀河
1553,新北市板橋區華江一路501號1.2樓.503號1.2樓,統一超商股份有限公司,華富
1554,新北市五股區水碓一路1號,統一超商股份有限公司,鴻運
1555,新北市三重區龍濱路51號53號1樓,統一超商股份有限公司,福濱
1556,新北市中和區福祥路68號70號,統一超商股份有限公司,福泉
1557,新北市永和區保生路22巷2號1樓,統一超商股份有限公司,新保捷
1558,新北市三峽區學勤路105號及大德路211號1樓,統一超商股份有限公司,學勤
1559,新北市土城區承天路1號,統一超商股份有限公司,承天
1560,新北市三重區光復路一段25號27號1樓,統一超商股份有限公司,先嗇宮
1561,新北市萬里區瑪鋉路49號51號,統一超商股份有限公司,萬里
1562,新北市泰山區貴鳳街2號,統一超商股份有限公司,貴鳳
1563,新北市蘆洲區三民路575號,統一超商股份有限公司,新天際
1564,新北市淡水區中正路1號,統一超商股份有限公司,新滬站
1565,新北市淡水區濱海路一段430號432號,統一超商股份有限公司,愛琴灣
1566,新北市新店區安康路二段350之3號,統一超商股份有限公司,安峰
1567,新北市泰山區明志路二段1號,統一超商股份有限公司,仁泰
1568,新北市新莊區中正路929巷11號13號,統一超商股份有限公司,傑元
1569,新北市三重區重新路五段609巷2之3號1樓,統一超商股份有限公司,湯旺
1570,新北市汐止區樟樹一路113號115號,統一超商股份有限公司,新汐農
1571,新北市中和區建康路270號,統一超商股份有限公司,建康
1572,新北市三重區正義南路133號135號,統一超商股份有限公司,三重一
1573,新北市三重區溪尾街321號323號1樓,統一超商股份有限公司,重富
1574,新北市樹林區佳園路三段488號,統一超商股份有限公司,佳辰
1575,新北市蘆洲區集賢路228號1樓,統一超商股份有限公司,集德
1576,新北市三重區仁和街95號97號1樓,統一超商股份有限公司,原億
1577,新北市中和區圓通路162-1號162-2號1樓,統一超商股份有限公司,景圓
1578,新北市永和區秀朗路一段146號,統一超商股份有限公司,復美
1579,新北市中和區建一路16號1樓,統一超商股份有限公司,和建
1580,新北市林口區文化一路一段43號1樓,統一超商股份有限公司,長坤
1581,新北市汐止區汐萬路二段248號1樓,統一超商股份有限公司,實萬
1582,新北市蘆洲區中正路261號,統一超商股份有限公司,蘆正
1583,新北市板橋區金門街330號1樓,統一超商股份有限公司,金福
1584,新北市新莊區中港路390號,統一超商股份有限公司,福港
1585,新北市樹林區俊英街232號234號1樓,統一超商股份有限公司,大展
1586,新北市板橋區民治街111號,統一超商股份有限公司,懷民
1587,新北市板橋區三民路二段77號1樓,統一超商股份有限公司,板民
1588,新北市鶯歌區尖山里尖山路150號,統一超商股份有限公司,歌亭
1589,新北市新店區建國路167號169號1樓,統一超商股份有限公司,大盛
1590,新北市淡水區民生路126號128號1樓2樓,統一超商股份有限公司,立飛
1591,新北市土城區中山路38號,統一超商股份有限公司,祥泰
1592,新北市泰山區明志路三段44號46號1樓,統一超商股份有限公司,明貴
1593,新北市新店區錦秀路13號15號1樓,統一超商股份有限公司,新錦秀
1594,新北市板橋區中正路274號276號,統一超商股份有限公司,正華
1595,新北市永和區永貞路365號367號1樓,統一超商股份有限公司,添丁
1596,新北市新莊區萬安街18-1號12-1號,統一超商股份有限公司,富安
1597,新北市板橋區國光里6鄰國光路65號1樓,統一超商股份有限公司,大庭
1598,新北市新莊區西盛街204巷1號1樓206號1樓,統一超商股份有限公司,龍盛
1599,新北市蘆洲區中正路185巷50號52號1樓,統一超商股份有限公司,前進
1600,新北市新店區安和里安民街335號337號,統一超商股份有限公司,統和
1601,新北市中和區橋和路99號1樓,統一超商股份有限公司,橋和
1602,新北市樹林區博愛街123號1樓,統一超商股份有限公司,博林
1603,新北市蘆洲區民族路122號124號,統一超商股份有限公司,新義民
1604,新北市淡水區沙崙路196號,統一超商股份有限公司,鯊魚
1605,新北市板橋區自由路52號54號1樓,統一超商股份有限公司,板耀
1606,新北市中和區秀明里大勇街25巷1號1樓,統一超商股份有限公司,福和
1607,新北市中和區南山路127巷18弄42號1樓,統一超商股份有限公司,永華
1608,新北市新店區北宜路一段41-1號,統一超商股份有限公司,青潭
1609,新北市蘆洲區光復路10號,統一超商股份有限公司,盛發
1610,新北市板橋區懷德街203號205號1樓,統一超商股份有限公司,懷翠
1611,新北市新莊區中央路287號289號1樓,統一超商股份有限公司,副都心
1612,新北市新店區北新路一段231號1樓新生街1號1樓,統一超商股份有限公司,冠冠
1613,新北市土城區中央路二段187號,統一超商股份有限公司,高峰
1614,新北市板橋區大觀路二段37巷34號36號1樓,統一超商股份有限公司,興觀
1615,新北市泰山區山腳里泰林路二段515號517號,統一超商股份有限公司,日勝
1616,新北市五股區五權路48號1樓,統一超商股份有限公司,富得
1617,新北市中和區橋和路9號1樓,統一超商股份有限公司,中和
1618,新北市板橋區中正路106號1樓,統一超商股份有限公司,墩璞
1619,新北市新店區寶橋路88號1樓,統一超商股份有限公司,寶興
1620,新北市板橋區新府路75號B2樓,統一超商股份有限公司,新府
1621,新北市樹林區太元街31號33號1樓,統一超商股份有限公司,太元
1622,新北市新店區安康路一段222之1號,統一超商股份有限公司,康城
1623,新北市淡水區民權路47號,統一超商股份有限公司,鑫馬偕
1624,新北市淡水區英專路91號,統一超商股份有限公司,英專
1625,新北市汐止區仁愛路178號180號1樓,統一超商股份有限公司,福安
1626,新北市中和區圓通路391之3號391之4號391之5號1樓,統一超商股份有限公司,圓德
1627,新北市林口區仁愛路二段196號1樓,統一超商股份有限公司,林旺
1628,新北市新店區光明街38號,統一超商股份有限公司,能仁
1629,新北市淡水區中山路66號1.2樓.66-1號1樓,統一超商股份有限公司,金滬
1630,新北市三重區仁義街180.182號,統一超商股份有限公司,泰順
1631,新北市三重區雙園街57巷2.4號,統一超商股份有限公司,雙福
1632,新北市新店區永安街72號74巷2號1樓,統一超商股份有限公司,金芳
1633,新北市永和區永平路314號316號1樓,統一超商股份有限公司,新永愛
1634,新北市板橋區中山路一段9.11號,統一超商股份有限公司,府山
1635,新北市樹林區俊興街156號,統一超商股份有限公司,俊盛
1636,新北市中和區華安街16巷1號,統一超商股份有限公司,華順
1637,新北市三峽區大同路188、190號,統一超商股份有限公司,安溪
1638,新北市板橋區民生路二段237號1樓,統一超商股份有限公司,埔站
1639,新北市林口區仁愛二路58號及民富街77號,統一超商股份有限公司,亞昕
1640,新北市板橋區華江一路209、211號,統一超商股份有限公司,華利
1641,新北市汐止區康寧街459巷3號1樓2樓5號1樓,統一超商股份有限公司,鑫東冠
1642,新北市蘆洲區民義街1.3.5號,統一超商股份有限公司,蘆義
1643,新北市中和區中山路二段2巷45弄6號8號1樓,統一超商股份有限公司,永美
1644,新北市蘆洲區光明路71號,統一超商股份有限公司,光明
1645,新北市泰山區明志路三段165號1樓2樓、167號1樓,統一超商股份有限公司,貴賢
1646,新北市淡水區中山北路一段257號1樓,統一超商股份有限公司,摩天灣
1647,新北市三重區安和路36、38號,統一超商股份有限公司,泰福
1648,新北市蘆洲區中央路181號1樓及復興路16號1樓,統一超商股份有限公司,旗開
1649,新北市新莊區豐年街55號之8、55之9號,統一超商股份有限公司,莊年
1650,新北市新莊區建中街139.141號1樓,統一超商股份有限公司,全泰
1651,新北市淡水區義山路二段299號,統一超商股份有限公司,揚心
1652,新北市泰山區貴子路13.13-1號1樓,統一超商股份有限公司,貴志
1653,新北市淡水區中正路號55號及55-1號,統一超商股份有限公司,渡船頭
1654,新北市板橋區溪北路43.45號1樓,統一超商股份有限公司,樹溪
1655,新北市林口區文化三路二段283.283-1號,統一超商股份有限公司,未央
1656,新北市板橋區宏國路109.111號,統一超商股份有限公司,板宏
1657,新北市汐止區樟樹二路279號281號1樓,統一超商股份有限公司,樟弘
1658,新北市林口區文化三路一段249巷36號.38號1樓,統一超商股份有限公司,長曜
1659,新北市板橋區長江路一段110.112號1樓,統一超商股份有限公司,富江
1660,新北市淡水區濱海路二段202巷69.71號1樓,統一超商股份有限公司,海晴
1661,新北市新莊區五工路68巷5.7號1樓,統一超商股份有限公司,福基
1662,新北市新店區寶橋路69號1樓,統一超商股份有限公司,寶隆
1663,新北市樹林區復興路369.371號1樓,統一超商股份有限公司,綺華
1664,新北市板橋區中山路一段161號B1樓,統一超商股份有限公司,新北市
1665,新北市中和區工專路110號112號1樓112號2樓,統一超商股份有限公司,華夏
1666,新北市樹林區中正路438號.440號,統一超商股份有限公司,樹躍
1667,新北市深坑區文化街116號118號1樓,統一超商股份有限公司,鑫浦深
1668,新北市板橋區僑中二街116巷2號.4號,統一超商股份有限公司,僑興
1669,新北市五股區成泰路一段239-9號1.2樓,統一超商股份有限公司,欣順
1670,新北市新莊區中德路27號.29號1樓,統一超商股份有限公司,上利
1671,新北市三峽區民生街1巷1-17號1樓、1-18號1樓、1-19號1樓2樓,統一超商股份有限公司,龍埔
1672,新北市林口區民權路161號1樓,統一超商股份有限公司,德權
1673,新北市三重區中華路2巷2號4號1樓,統一超商股份有限公司,興華
1674,新北市新店區溪園路391之1號1樓,統一超商股份有限公司,溪園
1675,新北市中和區景新街383巷66號68號1樓,統一超商股份有限公司,中景
1676,新北市鶯歌區建國路126號1樓,統一超商股份有限公司,鶯國
1677,新北市汐止區忠孝東路495號1樓,統一超商股份有限公司,君勻
1678,新北市板橋區漢生西路89巷5弄5.7號,統一超商股份有限公司,吉佳
1679,新北市永和區竹林路39巷21之1號1樓,統一超商股份有限公司,竹勝
1680,新北市永和區保平路10號12號1樓,統一超商股份有限公司,宏圖
1681,新北市蘆洲區民族路387.389號1樓,統一超商股份有限公司,蘆民
1682,新北市中和區建八路174號1樓,統一超商股份有限公司,森森
1683,新北市土城區金城路一段131號1樓,統一超商股份有限公司,員信
1684,新北市汐止區水源路一段272號274號一樓,統一超商股份有限公司,汐水
1685,新北市新莊區民安東路132號1樓,統一超商股份有限公司,民盛
1686,新北市永和區福和路76巷2號4號1樓,統一超商股份有限公司,宗美
1687,新北市林口區東湖路100號1樓,統一超商股份有限公司,東學
1688,新北市林口區仁愛路一段252號、中正路57巷12弄36號地下層,統一超商股份有限公司,愛霖
1689,新北市土城區?廷街3、5號1樓,統一超商股份有限公司,楓橘
1690,新北市中和區立德街180號1樓,統一超商股份有限公司,佑鑫
1691,新北市中和區景安路211號213號1樓,統一超商股份有限公司,景山
1692,新北市淡水區中正東路一段113號115號115-1號,統一超商股份有限公司,海正
1693,新北市八里區龍米路三段50號52號56號,統一超商股份有限公司,大崁
1694,新北市新莊區新豐街46號.48號1樓,統一超商股份有限公司,全安
1695,新北市淡水區新市二路二段2號1樓,統一超商股份有限公司,後州
1696,新北市淡水區英專路2巷27號,統一超商股份有限公司,學滬
1697,新北市三重區成功路145巷44、46號,統一超商股份有限公司,成佳
1698,新北市三重區中華路45、47號,統一超商股份有限公司,華陽
1699,新北市三重區三和路二段75號1樓,統一超商股份有限公司,和洲
1700,新北市中和區廣福路50號1樓52號1樓,統一超商股份有限公司,寶瑩
1701,新北市林口區中華路511號1樓,統一超商股份有限公司,丰富
1702,新北市新店區北新路二段152巷2號,統一超商股份有限公司,七張站
1703,新北市淡水區水源街一段118號1樓,統一超商股份有限公司,源豐
1704,新北市中和區建八路16號1樓,統一超商股份有限公司,天綻
1705,新北市石門區大溪墘2-1號1樓,統一超商股份有限公司,富貴角
1706,新北市鶯歌區鳳鳴路541號543號1樓,統一超商股份有限公司,鳳龍
1707,新北市土城區學府路二段265號、學海街307號,統一超商股份有限公司,展龍
1708,新北市三重區成功二街50號、52號,統一超商股份有限公司,三松
1709,新北市板橋區重慶路194號光明街91號1樓,統一超商股份有限公司,慶中
